REAL DELTA FILLS-BASED REPORT: 2026-08-21 to 2026-09-26 (UTC)

=== DATE: 2026-08-21 ===

S4 | BT trades: 7 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
| long | 02:00/81011 vs 02:00/81275.5 | 04:00/81149 vs 04:00/81114.0 | 9s | 3s | $-29.95 | ENTRY_DELAY,SLIPPAGE |
| short | 04:00/81149 vs 04:00/81114.0 | 10:00/81195 vs 08:37/81284.0 | 9s | -4939s | $-12.4 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:00/81241 vs 08:37/81283.0 | 18:00/81471 vs 18:00/81440.0 | -4926s | 3s | $-7.3 | ENTRY_DELAY,SLIPPAGE |
| short | 18:00/81471 vs 18:00/81433.5 | 00:00/81241 vs 00:00/81244.5 | 10s | 7s | $-4.1 | ENTRY_DELAY,EXIT_DELAY |
| long | 00:00/81241 vs 00:00/81226.0 | 02:00/81103 vs 02:00/81083.5 | 14s | 2s | $-0.45 | ENTRY_DELAY |

S4V2 | BT trades: 7 | LIVE trades: 6
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 00:30/81057 vs 00:30/81105.5 | 01:30/81471 vs 01:30/81233.5 | 11s | 3s | $-28.6 | ENTRY_DELAY,SLIPPAGE |
| short | 01:30/81471 vs 01:30/81248.0 | 02:30/81333 vs 02:30/81322.5 | 10s | 4s | $-21.25 | ENTRY_DELAY,SLIPPAGE |
| short | 03:30/81195 vs 03:30/81113.5 | 07:30/81103 vs 07:30/81104.0 | 3s | 3s | $-8.25 | SLIPPAGE |
| long | 08:30/81149 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 14:30/81379 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 17:30/81655 vs 17:30/81521.5 | 23:00/81195 vs 23:00/81247.5 | 9s | 4s | $-18.6 | ENTRY_DELAY,SLIPPAGE |
| long | 23:00/81241 vs 23:00/81247.5 | 01:30/81103 vs 01:30/81085.5 | 13s | 2s | $-2.4 | ENTRY_DELAY |
| long | NO_BT_SIGNAL vs 15:48/81694.5 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-20 ===

S4 | BT trades: 4 | LIVE trades: 4
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/81103 vs 02:00/81078.72 | 10:00/80459 vs 10:00/80456.0 | 8s | 2s | $-2.13 | ENTRY_DELAY |
| long | 10:00/80459 vs 10:00/80475.0 | 22:00/81011 vs 22:00/80926.5 | 9s | 3s | $-10.05 | ENTRY_DELAY,SLIPPAGE |
| short | 22:00/81011 vs 22:00/80943.5 | 00:00/81011 vs 00:00/81150.5 | 11s | 2s | $-20.7 | ENTRY_DELAY,SLIPPAGE |
| long | 00:00/81103 vs 00:00/81199.5 | 02:00/81057 vs 02:00/80982.5 | 10s | 3s | $-17.1 | ENTRY_DELAY,SLIPPAGE |

S4V2 | BT trades: 11 | LIVE trades: 11
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 01:30/81057 vs 01:30/81091.5 | 04:00/80459 vs 04:00/80482.0 | 10s | 4s | $1.15 | ENTRY_DELAY |
| long | 04:00/80459 vs 04:00/80499.5 | 04:30/80367 vs 04:30/80422.5 | 11s | 3s | $1.5 | ENTRY_DELAY |
| long | 05:30/80505 vs 05:30/80526.0 | 06:30/80413 vs 06:30/80435.0 | 3s | 2s | $0.1 | OK |
| short | 09:00/80275 vs 09:00/80231.04 | 10:00/80413 vs 10:00/80456.0 | 4s | 2s | $-8.7 | SLIPPAGE |
| long | 10:00/80413 vs 10:00/80475.0 | 10:30/80321 vs 10:30/80366.0 | 9s | 3s | $-1.7 | ENTRY_DELAY |
| long | 12:00/80459 vs 12:00/80449.5 | 12:30/80321 vs 12:30/80344.5 | 4s | 2s | $3.3 | OK |
| long | 13:00/80459 vs 13:00/80470.5 | 17:30/81149 vs 17:30/81135.5 | 5s | 3s | $-2.5 | OK |
| short | 17:30/81149 vs 17:30/81151.5 | 18:30/81241 vs 18:30/81251.0 | 10s | 4s | $-0.75 | ENTRY_DELAY |
| short | 19:00/81149 vs 19:00/81040.5 | 19:30/81103 vs 19:30/81105.0 | 3s | 2s | $-11.05 | SLIPPAGE |
| short | 21:30/81011 vs 21:30/80858.0 | 22:30/80965 vs 22:30/81137.0 | 3s | 4s | $-32.5 | SLIPPAGE |
| long | 22:30/81011 vs 22:30/81135.0 | 01:00/81563 vs 01:00/81563.5 | 11s | 3s | $-12.35 | ENTRY_DELAY,SLIPPAGE |

=== DATE: 2026-09-21 ===

S4 | BT trades: 2 | LIVE trades: 3
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/81057 vs 02:00/81000.5 | 04:00/81103 vs 03:01/81303.5 | 10s | -3514s | $-25.7 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 04:00/81149 vs 03:01/81314.5 | 02:00/86439 vs 02:00/85603.0 | -3506s | 3s | $-100.15 | ENTRY_DELAY,SLIPPAGE |

S4V2 | BT trades: 13 | LIVE trades: 11
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 01:00/81563 vs 01:00/81591.5 | 02:30/81149 vs 02:30/81407.0 | 11s | 3s | $-22.95 | ENTRY_DELAY,SLIPPAGE |
| long | 02:30/81195 vs 02:30/81407.0 | 03:00/81287 vs 03:00/81313.5 | 11s | 3s | $-18.55 | ENTRY_DELAY,SLIPPAGE |
| long | 03:30/81425 vs 03:30/81453.0 | 04:30/81287 vs 04:30/81262.0 | 3s | 3s | $-5.3 | SLIPPAGE |
| short | 04:30/81287 vs 04:30/81233.5 | 05:00/81379 vs 05:00/81375.5 | 10s | 2s | $-5.0 | ENTRY_DELAY |
| long | 05:00/81379 vs 05:00/81375.5 | 07:00/81655 vs 07:00/81608.0 | 9s | 4s | $-4.35 | ENTRY_DELAY |
| short | 07:00/81655 vs 07:00/81611.5 | 08:00/81747 vs 08:00/81720.0 | 13s | 3s | $-1.65 | ENTRY_DELAY |
| long | 08:30/81793 vs 08:30/82213.0 | 10:30/84461 vs 10:30/84396.5 | 3s | 2s | $-48.45 | SLIPPAGE |
| short | 10:30/84461 vs 10:30/84390.5 | 11:30/84461 vs 11:30/85136.0 | 10s | 57s | $-74.55 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 11:30/84645 vs 11:31/85441.09 | 13:30/85105 vs 13:27/84992.5 | 64s | -136s | $-90.86 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 13:30/85105 vs 13:27/85376.0 | 14:00/85013 vs 13:44/85069.0 | -128s | -917s | $21.5 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:00/85151 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 21:00/87083 vs 21:00/86975.5 | 00:00/86577 vs 00:00/86597.0 | 3s | 3s | $-12.75 | SLIPPAGE |
| long | 00:00/86623 vs 00:00/86608.5 | 00:30/86485 vs 00:30/86374.5 | 11s | 3s | $-9.6 | ENTRY_DELAY,SLIPPAGE |

=== DATE: 2026-09-22 ===

S4 | BT trades: 7 | LIVE trades: 6
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/86439 vs 02:00/85602.0 | 04:00/85703 vs 03:00/85724.5 | 11s | -3559s | $-85.85 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 04:00/85703 vs 03:00/85722.0 | 06:00/85565 vs 06:00/85418.5 | -3552s | 7s | $-16.55 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 06:00/85427 vs 06:00/85401.5 | 10:00/85473 vs 09:44/86043.0 | 16s | -939s | $-59.55 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:00/85473 vs 09:45/86046.5 | 12:00/86117 vs 11:21/86067.0 | -873s | -2326s | $-62.35 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 12:00/86117 vs 11:21/86064.0 | 14:00/86071 vs 13:14/86036.5 | -2310s | -2706s | $-1.85 | ENTRY_DELAY,EXIT_DELAY |
| long | 14:00/86117 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 20:00/86393 vs 20:00/86166.5 | 02:00/86255 vs 02:00/86363.5 | 4s | 3s | $-33.5 | SLIPPAGE |

S4V2 | BT trades: 21 | LIVE trades: 22
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 00:30/86439 vs 00:30/86370.5 | 02:30/85749 vs 02:30/85737.5 | 11s | 2s | $-5.7 | ENTRY_DELAY,SLIPPAGE |
| long | 02:30/85749 vs 02:30/85741.5 | 03:30/85611 vs 03:30/85574.5 | 10s | 3s | $-2.9 | ENTRY_DELAY |
| long | 04:00/85703 vs 04:00/85679.0 | 04:30/85565 vs 04:30/85540.5 | 3s | 5s | $-0.05 | OK |
| short | 05:30/85427 vs 05:30/85192.5 | 06:00/85335 vs 06:00/85393.0 | 3s | 2s | $-29.25 | SLIPPAGE |
| long | 06:00/85335 vs 06:00/85418.0 | 07:30/85289 vs 07:30/85306.5 | 9s | 2s | $-6.55 | ENTRY_DELAY,SLIPPAGE |
| long | 08:30/85427 vs 08:30/85397.5 | 09:30/86025 vs 09:30/85872.5 | 3s | 2s | $-12.3 | SLIPPAGE |
| short | 09:30/86025 vs 09:30/85872.5 | 10:00/85979 vs 09:45/86046.5 | 10s | -866s | $-22.0 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:00/86071 vs 10:00/86212.0 | 10:30/86117 vs 10:30/85831.5 | 3s | 3s | $-42.65 | SLIPPAGE |
| short | 10:30/86117 vs 10:30/85830.0 | 11:30/85933 vs 11:21/86058.5 | 11s | -488s | $-41.25 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 12:30/85979 vs 11:22/86066.0 | 13:30/85933 vs 12:50/86038.0 | -4073s | -2381s | $1.8 | ENTRY_DELAY,EXIT_DELAY |
| short | 13:30/85933 vs 12:50/86005.5 | 14:00/85841 vs 14:00/86325.0 | -2366s | 4s | $-41.15 | ENTRY_DELAY,SLIPPAGE |
| long | 14:00/85841 vs 14:00/86280.5 | 14:30/86209 vs 14:30/85876.0 | 12s | 2s | $-77.25 | ENTRY_DELAY,SLIPPAGE |
| short | 14:30/86209 vs 14:30/85879.5 | 15:00/86025 vs 15:00/86245.0 | 11s | 3s | $-54.95 | ENTRY_DELAY,SLIPPAGE |
| long | 15:00/86071 vs 15:00/86217.5 | 16:30/86209 vs 16:30/86072.5 | 10s | 5s | $-28.3 | ENTRY_DELAY,SLIPPAGE |
| short | 16:30/86163 vs 16:30/86102.0 | 17:00/86163 vs 17:00/86405.0 | 13s | 2s | $-30.3 | ENTRY_DELAY,SLIPPAGE |
| long | 17:00/86209 vs 17:00/86375.5 | 18:30/86393 vs 18:30/86265.5 | 9s | 3s | $-29.4 | ENTRY_DELAY,SLIPPAGE |
| short | 18:30/86393 vs 18:30/86265.5 | 19:00/86347 vs 19:00/86417.0 | 9s | 3s | $-19.75 | ENTRY_DELAY,SLIPPAGE |
| long | 19:00/86393 vs 19:00/86446.5 | 20:00/86301 vs 20:00/86186.0 | 10s | 2s | $-16.85 | ENTRY_DELAY,SLIPPAGE |
| short | 20:00/86301 vs 20:00/86175.5 | 20:30/86255 vs 20:30/86319.5 | 9s | 2s | $-19.0 | ENTRY_DELAY,SLIPPAGE |
| long | 20:30/86301 vs 20:30/86317.0 | 21:00/86209 vs 21:00/86249.5 | 9s | 4s | $2.45 | ENTRY_DELAY |
| short | 21:00/86209 vs 21:00/86253.0 | 00:30/86255 vs 00:30/86444.0 | 12s | 3s | $-14.5 | ENTRY_DELAY,SLIPPAGE |

=== DATE: 2026-09-23 ===

S4 | BT trades: 5 | LIVE trades: 2
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/86301 vs 02:00/86351.5 | 06:00/86531 vs 06:00/86472.0 | 10s | 2s | $-10.95 | ENTRY_DELAY,SLIPPAGE |
| short | 06:00/86531 vs 06:00/86459.5 | 14:00/85795 vs 15:16/84717.5 | 9s | 4579s | $100.6 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 14:00/85795 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 16:00/85519 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 18:00/84093 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |

S4V2 | BT trades: 19 | LIVE trades: 4
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 00:30/86255 vs 00:30/86457.5 | 02:00/86439 vs 02:00/86361.0 | 9s | 2s | $-28.05 | ENTRY_DELAY,SLIPPAGE |
| short | 02:00/86393 vs 02:00/86347.5 | 02:30/86439 vs 02:30/86560.0 | 9s | 2s | $-16.65 | ENTRY_DELAY,SLIPPAGE |
| long | 02:30/86485 vs 02:30/86531.0 | 05:30/86945 vs 05:30/86740.0 | 10s | 3s | $-25.1 | ENTRY_DELAY,SLIPPAGE |
| short | 05:30/86945 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 11:00/85933 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 11:30/85611 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 12:00/85611 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 13:30/85565 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 14:30/85519 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 15:00/84139 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 16:00/84277 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 16:30/84093 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 17:00/84001 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 18:00/84139 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 18:30/84139 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 19:00/84231 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 20:30/84323 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 21:30/84415 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 00:00/84369 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | NO_BT_SIGNAL vs 05:30/86740.0 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-24 ===

S4 | BT trades: 8 | LIVE trades: 3
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 02:00/84277 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 08:00/84093 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 10:00/84369 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 12:00/83357 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 18:00/84231 vs 15:24/84190.0 | 20:00/84185 vs 18:27/84435.0 | -9322s | -5544s | $-29.1 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 20:00/84277 vs 18:27/84452.5 | 22:00/84277 vs 22:00/84305.0 | -5522s | 8s | $-14.75 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 22:00/84277 vs 22:00/84293.0 | 00:00/84415 vs 00:00/84386.5 | 14s | 6s | $4.45 | ENTRY_DELAY,EXIT_DELAY |
| long | 00:00/84415 vs 00:00/84386.5 | 04:00/84415 vs 03:15/84299.5 | 12s | -2652s | $-8.7 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |

S4V2 | BT trades: 15 | LIVE trades: 7
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 03:00/84277 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 03:30/84185 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 05:00/84047 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 06:00/83955 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 06:30/84047 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 07:30/84185 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 08:30/84323 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 11:00/83403 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 15:00/84691 vs 15:00/83602.0 | 15:30/83771 vs 15:25/84117.0 | 3s | -254s | $-143.5 | EXIT_DELAY,SLIPPAGE |
| long | 15:30/83771 vs 15:25/84105.0 | 17:00/84507 vs 17:00/84418.0 | -245s | 2s | $-42.3 | ENTRY_DELAY,SLIPPAGE |
| short | 17:00/84507 vs 17:00/84369.5 | 18:30/84231 vs 18:28/84430.0 | 10s | -87s | $-33.65 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 18:30/84277 vs 18:28/84434.5 | 20:00/84461 vs 20:00/84355.5 | -79s | 2s | $-26.3 | ENTRY_DELAY,SLIPPAGE |
| short | 20:00/84415 vs 20:00/84343.5 | 21:30/84415 vs 21:30/84395.5 | 11s | 3s | $-5.2 | ENTRY_DELAY,SLIPPAGE |
| short | 22:00/84277 vs 22:00/84305.0 | 23:00/84277 vs 23:00/84256.5 | 7s | 2s | $4.85 | ENTRY_DELAY |
| long | 23:30/84323 vs 23:30/84415.5 | 01:30/84461 vs 01:30/84512.0 | 5s | 4s | $-4.15 | OK |

=== DATE: 2026-09-25 ===

S4 | BT trades: 6 | LIVE trades: 6
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 04:00/84415 vs 03:15/84310.0 | 10:00/84139 vs 09:51/84567.5 | -2646s | -490s | $-53.35 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | 10:00/84139 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| short | 14:00/84415 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 20:00/83909 vs 16:47/83821.5 | 22:00/83863 vs 22:00/83761.5 | -11552s | 3s | $-1.4 | ENTRY_DELAY |
| short | 22:00/83771 vs 22:00/83768.5 | 00:00/83863 vs 00:00/84070.5 | 10s | 4s | $-21.0 | ENTRY_DELAY,SLIPPAGE |
| long | 00:00/83863 vs 00:00/84068.0 | 04:00/83955 vs 03:16/83914.0 | 9s | -2619s | $-24.6 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| long | NO_BT_SIGNAL vs 09:52/84567.5 | - | - | - | - | UNMATCHED_LV_TRADE |
| short | NO_BT_SIGNAL vs 10:20/84429.5 | - | - | - | - | UNMATCHED_LV_TRADE |

S4V2 | BT trades: 13 | LIVE trades: 13
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| long | 02:00/84599 vs 02:00/84597.0 | 03:00/84507 vs 03:00/84189.0 | 3s | 2s | $-31.6 | SLIPPAGE |
| short | 03:00/84507 vs 03:00/84162.5 | 08:30/84139 vs 08:30/84399.5 | 9s | 3s | $-60.5 | ENTRY_DELAY,SLIPPAGE |
| long | 08:30/84139 vs 08:30/84407.5 | 10:00/84599 vs 09:52/84560.0 | 9s | -467s | $-30.75 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 10:00/84599 vs 09:52/84560.0 | 10:30/84645 vs 10:30/84678.5 | -460s | 3s | $-7.25 | ENTRY_DELAY,SLIPPAGE |
| long | 11:30/84737 vs 10:50/84721.0 | 12:00/84737 vs 12:00/84568.0 | -2352s | 2s | $-15.3 | ENTRY_DELAY,SLIPPAGE |
| short | 12:00/84737 vs 12:00/84557.5 | 15:00/83771 vs 15:00/83968.5 | 9s | 3s | $-37.7 | ENTRY_DELAY,SLIPPAGE |
| long | 15:00/83771 vs 15:00/83991.5 | 15:30/83863 vs 15:30/83774.5 | 9s | 5s | $-30.9 | ENTRY_DELAY,SLIPPAGE |
| short | 15:30/83725 vs 15:30/83839.0 | 16:30/83863 vs 16:30/83970.5 | 13s | 3s | $0.65 | ENTRY_DELAY |
| long | 16:30/83863 vs 16:30/83958.5 | 17:00/83817 vs 16:47/83817.0 | 9s | -753s | $-9.55 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | 17:00/83771 vs MISSED | - | - | - | - | MISSED_NO_LIVE_FILL |
| long | 18:30/83817 vs 17:29/83670.0 | 21:00/83863 vs 21:00/83853.5 | -3604s | 3s | $13.75 | ENTRY_DELAY,SLIPPAGE |
| short | 21:00/83817 vs 21:00/83846.0 | 23:00/83909 vs 23:00/84051.5 | 8s | 5s | $-11.35 | ENTRY_DELAY,SLIPPAGE |
| long | 23:00/83909 vs 23:00/84052.0 | 00:30/83909 vs 00:30/83930.5 | 13s | 3s | $-12.15 | ENTRY_DELAY,SLIPPAGE |
| short | NO_BT_SIGNAL vs 17:00/83730.0 | - | - | - | - | UNMATCHED_LV_TRADE |

=== DATE: 2026-09-26 ===

S4 | BT trades: 0 | LIVE trades: 3
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | NO_BT_SIGNAL vs 03:16/83914.0 | - | - | - | - | UNMATCHED_LV_TRADE |
| long | NO_BT_SIGNAL vs 08:00/84094.62 | - | - | - | - | UNMATCHED_LV_TRADE |

S4V2 | BT trades: 2 | LIVE trades: 5
| direction | entry BT vs LV (time/price) | exit BT vs LV (time/price) | entry delay | exit delay | net slippage | issue |
|---|---|---|---|---|---|---|
| short | 00:30/83909 vs 00:30/83925.5 | 02:00/84001 vs 02:00/84060.0 | 10s | 3s | $-4.25 | ENTRY_DELAY |
| long | 02:00/84001 vs 02:00/84060.0 | 03:30/83909 vs 03:16/83914.0 | 9s | -815s | $-5.4 | ENTRY_DELAY,EXIT_DELAY,SLIPPAGE |
| short | NO_BT_SIGNAL vs 03:16/83914.0 | - | - | - | - | UNMATCHED_LV_TRADE |
| short | NO_BT_SIGNAL vs 04:00/83925.6 | - | - | - | - | UNMATCHED_LV_TRADE |
| long | NO_BT_SIGNAL vs 07:30/83993.5 | - | - | - | - | UNMATCHED_LV_TRADE |
